usd_cleaning_fee,f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_reviews_per_month,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,price,id,neighbourhood_cleansed,cancellation_policy,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights
21,House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,96,100,5,1,100,5,1,3.26,0,4,3,45,3.26,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,96,16735721,Hackney,flexible,Entire home/apt,House,4.564348191467836,25,1.6094379124341003,2.5902903939802346,1.0986122886681098,1,1.791759469228055,1,3.8066624897703196,14.490679311024369,55.161125384567285,2025,91125,4.605170185988092,3
25,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,100,89,2,1,96,24,1,0.78,0,2,1,923,0.78,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,3498228,Hackney,strict,Entire home/apt,Apartment,4.605170185988092,4,0.6931471805599453,0.4804530139182014,0,1,3.2188758248682006,1,6.827629234502852,46.616520963838,318.28032134351537,851929,786330467,4.564348191467836,2
50,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,69,100,4,1,93,4,1,0.18,5,2,1,661,0.18,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,69,6380990,Hackney,strict,Entire home/apt,Apartment,4.23410650459726,16,1.3862943611198906,1.9218120556728056,0,1,1.6094379124341003,1,6.493753839851686,42.168838932588514,273.83405974058394,436921,288804781,4.532599493153256,2
15,Apartment,Private room,Private,moderate,Real Bed,Hackney,25,90,2,1.5,90,4,1,0.52,8,2,2,229,0.52,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,25,2841931,Hackney,moderate,Private room,Apartment,3.2188758248682006,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,1.6094379124341003,1,5.43372200355424,29.525334811909502,160.43246142977867,52441,12008989,4.499809670330265,2
60,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,80,100,4,1,84,5,1,0.33,0,1,4,455,0.33,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,80,7529693,Hackney,strict,Entire home/apt,Apartment,4.382026634673881,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,1,1.791759469228055,1,6.12029741895095,37.45804049641767,229.2543485691852,207025,94196375,4.430816798843313,1
55,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,85,100,3,1,98,24,2,4.26,20,2,2,168,4.26,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,85,10093746,Hackney,flexible,Entire home/apt,Apartment,4.442651256490317,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,3.2188758248682006,1,5.123963979403259,26.25500686222208,134.5297094410113,28224,4741632,4.584967478670572,2
NA,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,84,100,3,1,78,10,2,0.47,20,3,1,640,0.47,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,84,5332228,Hackney,strict,Entire home/apt,Apartment,4.430816798843313,9,1.0986122886681098,1.206948960812582,0,1,2.3978952727983707,1,6.461468176353717,41.75057099403183,269.7699858225333,409600,262144000,4.356708826689592,3
NA,House,Private room,Private,flexible,Real Bed,Hackney,30,100,2,1.5,86,40,1,1.27,5,1,1,943,1.27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3497078,Hackney,flexible,Private room,House,3.4011973816621555,4,0.6931471805599453,0.4804530139182014,0,1,3.713572066704308,1,6.849066282633458,46.90970894390649,321.2877058558591,889249,838561807,4.454347296253507,1
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,75,100,2,1,97,99,1,6.04,12,3,1,491,6.04,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,75,9151004,Hackney,flexible,Private room,Apartment,4.31748811353631,4,0.6931471805599453,0.4804530139182014,0,1,4.605170185988092,2,6.19644412779452,38.395919828879194,237.91817195492766,241081,118370771,4.574710978503383,3
NA,Apartment,Private room,Private,strict,Real Bed,Hackney,36,100,2,1,93,114,1,7.26,10,1,1,470,7.26,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,36,9449724,Hackney,strict,Private room,Apartment,3.58351893845611,4,0.6931471805599453,0.4804530139182014,0,1,4.74493212836325,2,6.152732694704104,37.85611961248083,232.91858483434007,220900,103823000,4.532599493153256,1
NA,Apartment,Private room,Private,moderate,Real Bed,Hackney,34,60,2,1,NA,1,1,0.08,0,1,1,362,0.08,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,34,9658189,Hackney,moderate,Private room,Apartment,3.5263605246161616,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,5.8916442118257715,34.71147151874012,204.5076402573403,131044,47437928,NA,1
12,House,Private room,Private,flexible,Real Bed,Hackney,35,100,1,1,NA,0,1,NA,0,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,35,16211783,Hackney,flexible,Private room,House,3.5553480614894135,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,2
50,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,130,NA,4,2,100,8,4,0.38,25,1,2,635,0.38,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,130,6119184,Hackney,strict,Entire home/apt,Apartment,4.867534450455582,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,2,2.1972245773362196,1,6.453624998892692,41.649275626332695,268.7888063678727,403225,256047875,4.605170185988092,1
NA,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,159,98,6,2,90,2,4,2,15,1,2,24,2,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,159,12279527,Hackney,strict,Entire home/apt,Apartment,5.0689042022202315,36,1.791759469228055,3.210401995568401,0.6931471805599453,2,1.0986122886681098,1,3.1780538303479458,10.100026148589249,32.098426788138475,576,13824,4.499809670330265,1
15,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,80,NA,4,1,80,1,1,0.1,0,3,2,305,0.1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,7822236,Hackney,moderate,Entire home/apt,Apartment,4.382026634673881,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,0.6931471805599453,1,5.720311776607412,32.72196682159345,187.17985216331797,93025,28372625,4.382026634673881,3
25,Apartment,Private room,Private,flexible,Real Bed,Hackney,49,NA,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,49,7560084,Hackney,flexible,Private room,Apartment,3.8918202981106265,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
15,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,95,100,4,1,100,7,2,0.94,10,2,2,223,0.94,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,95,13253808,Hackney,moderate,Entire home/apt,Apartment,4.553876891600541,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,2.0794415416798357,1,5.407171771460119,29.237506566075158,158.0922201719615,49729,11089567,4.605170185988092,2
50,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,100,0,6,1.5,NA,0,1,NA,0,5,4,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,100,4021027,Hackney,strict,Entire home/apt,House,4.605170185988092,36,1.791759469228055,3.210401995568401,1.3862943611198906,1,0,0,NA,NA,NA,NA,NA,NA,3
10,Apartment,Private room,Private,flexible,Couch,Hackney,48,NA,2,1,NA,0,1,NA,10,1,1,NA,NA,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,48,10312466,Hackney,flexible,Private room,Apartment,3.871201010907891,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
15,Apartment,Private room,Private,flexible,Real Bed,Hackney,35,NA,2,1,89,2,1,0.06,10,1,1,978,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3400832,Hackney,flexible,Private room,Apartment,3.5553480614894135,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,6.885509670034818,47.41024341614298,326.44368950055707,956484,935441352,4.48863636973214,1
20,Apartment,Private room,Private,strict,Real Bed,Hackney,40,100,2,1,100,6,1,1.73,0,2,1,103,1.73,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,40,15710866,Hackney,strict,Private room,Apartment,3.6888794541139363,4,0.6931471805599453,0.4804530139182014,0,1,1.9459101490553132,1,4.634728988229636,21.480712794336103,99.55728227574477,10609,1092727,4.605170185988092,2
NA,House,Private room,Private,flexible,Real Bed,Hackney,20,100,2,1.5,90,6,1,0.53,4,2,1,336,0.53,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,20,12016356,Hackney,flexible,Private room,House,2.995732273553991,4,0.6931471805599453,0.4804530139182014,0,1,1.9459101490553132,1,5.817111159963204,33.83878224736846,196.84395785073178,112896,37933056,4.499809670330265,2
20,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,60,100,2,1,98,8,1,0.76,0,3,1,315,0.76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,60,12278468,Hackney,moderate,Entire home/apt,Apartment,4.0943445622221,4,0.6931471805599453,0.4804530139182014,0,1,2.1972245773362196,1,5.752572638825633,33.092091964965306,190.364662799161,99225,31255875,4.584967478670572,3
NA,Apartment,Private room,Private,strict,Real Bed,Hackney,65,100,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,65,16210600,Hackney,strict,Private room,Apartment,4.174387269895637,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
15,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,75,NA,2,1,97,6,2,0.34,15,3,1,531,0.34,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,75,7953779,Hackney,strict,Entire home/apt,Apartment,4.31748811353631,4,0.6931471805599453,0.4804530139182014,0,1,1.9459101490553132,1,6.274762021241939,39.372638423220224,247.05393625411335,281961,149721291,4.574710978503383,3
95,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,161,98,6,1,NA,0,1,NA,0,3,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,161,15671577,Hackney,strict,Entire home/apt,Apartment,5.081404364984463,36,1.791759469228055,3.210401995568401,1.0986122886681098,1,0,0,NA,NA,NA,NA,NA,NA,3
45,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,70,100,2,1,95,22,1,1.67,0,3,1,395,1.67,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,70,10675259,Hackney,strict,Entire home/apt,Apartment,4.248495242049359,4,0.6931471805599453,0.4804530139182014,0,1,3.1354942159291497,1,5.978885764901122,35.74707498973727,213.72767779299312,156025,61629875,4.553876891600541,3
36,Apartment,Private room,Private,flexible,Real Bed,Hackney,85,100,3,1.5,96,18,1,0.31,0,2,2,1765,0.31,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,85,350530,Hackney,flexible,Private room,Apartment,4.442651256490317,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,2.9444389791664403,1,7.475905969367397,55.889170062823084,417.82218009564866,3115225,5498372125,4.564348191467836,2
NA,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,125,NA,4,1,94,48,4,1.01,20,3,2,1424,1.01,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,125,1005856,Hackney,moderate,Entire home/apt,Apartment,4.8283137373023015,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,3.8918202981106265,1,7.261225091971921,52.72538983628264,382.8509236632168,2027776,2887553024,4.543294782270004,3
30,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,150,100,4,1,100,1,1,0.16,0,1,2,187,0.16,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,150,13850888,Hackney,moderate,Entire home/apt,Apartment,5.0106352940962555,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,0.6931471805599453,1,5.231108616854587,27.364497361330308,143.14665794274958,34969,6539203,4.605170185988092,1
NA,House,Private room,Private,flexible,Real Bed,Hackney,32,NA,2,1,NA,1,1,0.15,0,1,1,199,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,32,14345259,Hackney,flexible,Private room,House,3.4657359027997265,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,5.293304824724492,28.019075967451588,148.31351000283357,39601,7880599,NA,1
NA,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,115,100,5,1,75,4,4,0.2,20,3,2,601,0.2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,115,5331988,Hackney,strict,Entire home/apt,Apartment,4.74493212836325,25,1.6094379124341003,2.5902903939802346,0.6931471805599453,1,1.6094379124341003,1,6.398594934535208,40.942017136259615,261.97138345772447,361201,217081801,4.31748811353631,3
39,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,135,100,10,1.5,89,43,4,1.63,15,2,3,790,1.63,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,135,4536833,Hackney,strict,Entire home/apt,Apartment,4.90527477843843,100,2.302585092994046,5.301898110478399,1.0986122886681098,1,3.784189633918261,1,6.672032945461067,44.516023625317885,297.01237622904415,624100,493039000,4.48863636973214,2
25,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,120,100,4,1,94,20,2,0.43,10,2,1,1406,0.43,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,120,1006607,Hackney,moderate,Entire home/apt,Apartment,4.787491742782046,16,1.3862943611198906,1.9218120556728056,0,1,3.044522437723423,1,7.2485040723706105,52.54081128717333,380.8422845807316,1976836,2779431416,4.543294782270004,2
10,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,49,65,4,1,93,28,1,0.75,10,1,2,1113,0.75,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,49,2317317,Hackney,moderate,Entire home/apt,Apartment,3.8918202981106265,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,3.367295829986474,1,7.014814351275545,49.20762038286134,345.18232165381477,1238769,1378749897,4.532599493153256,1
NA,House,Private room,Private,flexible,Real Bed,Hackney,40,NA,2,1,100,1,1,0.05,0,1,1,629,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,40,6511591,Hackney,flexible,Private room,House,3.6888794541139363,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,6.444131256700441,41.5268276535836,267.60432807407034,395641,248858189,4.605170185988092,1
NA,Apartment,Private room,Private,moderate,Real Bed,Hackney,60,100,2,1,98,8,1,3.58,0,1,1,66,3.58,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60,16464251,Hackney,moderate,Private room,Apartment,4.0943445622221,4,0.6931471805599453,0.4804530139182014,0,1,2.1972245773362196,1,4.189654742026425,17.553206857384513,73.54187634781178,4356,287496,4.584967478670572,1
15,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,95,80,4,1,95,14,1,0.72,0,4,2,585,0.72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,95,6903963,Hackney,flexible,Entire home/apt,Apartment,4.553876891600541,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,2.70805020110221,1,6.371611847231857,40.59743753178535,258.6711139447788,342225,200201625,4.553876891600541,3
30,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,85,100,2,1,100,4,1,0.4,0,2,1,296,0.4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,85,11811174,Hackney,flexible,Entire home/apt,Apartment,4.442651256490317,4,0.6931471805599453,0.4804530139182014,0,1,1.6094379124341003,1,5.69035945432406,32.38019071941522,184.25492439304057,87616,25934336,4.605170185988092,2
NA,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,150,NA,4,2,NA,0,1,NA,0,5,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150,15939932,Hackney,strict,Entire home/apt,Apartment,5.0106352940962555,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,2,0,0,NA,NA,NA,NA,NA,NA,3
20,Apartment,Private room,Private,moderate,Real Bed,Hackney,60,100,2,2,99,42,1,2.22,10,1,1,567,2.22,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,60,7559185,Hackney,moderate,Private room,Apartment,4.0943445622221,4,0.6931471805599453,0.4804530139182014,0,2,3.7612001156935624,1,6.340359303727752,40.20015610036706,254.88343374227023,321489,182284263,4.59511985013459,1
15,House,Private room,Private,moderate,Real Bed,Hackney,52,100,2,1,98,82,1,2.87,10,2,1,855,2.87,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,52,4413398,Hackney,moderate,Private room,House,3.9512437185814275,4,0.6931471805599453,0.4804530139182014,0,1,4.418840607796598,2,6.75110146893676,45.57737104388008,307.69745660461456,731025,625026375,4.584967478670572,2
25,Apartment,Private room,Private,strict,Real Bed,Hackney,35,100,2,2,96,40,1,0.9,15,2,1,1333,0.9,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,35,874463,Hackney,strict,Private room,Apartment,3.5553480614894135,4,0.6931471805599453,0.4804530139182014,0,2,3.713572066704308,1,7.195187320178709,51.770720572460476,372.50003221948265,1776889,2368593037,4.564348191467836,2
10,Apartment,Private room,Private,flexible,Real Bed,Hackney,35,NA,1,1.5,90,6,1,1.96,5,1,1,91,1.96,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,35,15816692,Hackney,flexible,Private room,Apartment,3.5553480614894135,1,0,0,0,1,1.9459101490553132,1,4.51085950651685,20.34785348753344,91.78630834145224,8281,753571,4.499809670330265,1
20,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,73,100,2,1,90,19,1,0.45,0,3,1,1257,0.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,73,1660817,Hackney,moderate,Entire home/apt,Apartment,4.290459441148391,4,0.6931471805599453,0.4804530139182014,0,1,2.995732273553991,1,7.136483208590247,50.92939258649055,363.45675501719046,1580049,1986121593,4.499809670330265,3
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,42,80,4,1,NA,0,1,NA,0,5,2,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,17259136,Hackney,flexible,Private room,Apartment,3.7376696182833684,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,3
NA,House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,175,100,9,2,95,8,1,0.34,0,3,4,700,0.34,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,175,4938273,Hackney,flexible,Entire home/apt,House,5.1647859739235145,81,2.1972245773362196,4.827795843250328,1.3862943611198906,2,2.1972245773362196,1,6.551080335043404,42.9166535561924,281.1504451578426,490000,343000000,4.553876891600541,3
30,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,95,79,3,1,92,20,2,0.6,10,1,1,1002,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,95,2972172,Hackney,strict,Entire home/apt,Apartment,4.553876891600541,9,1.0986122886681098,1.206948960812582,0,1,3.044522437723423,1,6.90975328164481,47.74469041320122,329.90403126373263,1004004,1006012008,4.5217885770490405,1
20,House,Private room,Private,strict,Real Bed,Hackney,28,100,2,2,94,40,1,1.45,8,2,1,827,1.45,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,28,4282197,Hackney,strict,Private room,House,3.332204510175204,4,0.6931471805599453,0.4804530139182014,0,2,3.713572066704308,1,6.717804695023691,45.12889992048235,303.1671357670706,683929,565609283,4.543294782270004,2
